diagnosticos_principales,sexos_id,sexos_nombre,intervalos_estancia,estancia_media_residentes_canarias_dados_alta_cualquier_hospital_nacional,notas_observacion
"1900 Lesiones traumáticas, envenenamientos y otras consecuencias de causas externas S00-T88",T,Ambos sexos,Más de 6 meses a 1 año,257.46,
"1900 Lesiones traumáticas, envenenamientos y otras consecuencias de causas externas S00-T88",T,Ambos sexos,Superior a 1 año,929.07,
"1900 Lesiones traumáticas, envenenamientos y otras consecuencias de causas externas S00-T88",M,Hombres,Total,12.37,
"1900 Lesiones traumáticas, envenenamientos y otras consecuencias de causas externas S00-T88",M,Hombres,De 1 a 30 días,6.54,
"1900 Lesiones traumáticas, envenenamientos y otras consecuencias de causas externas S00-T88",M,Hombres,De 31 días a 6 meses,61.05,
"1900 Lesiones traumáticas, envenenamientos y otras consecuencias de causas externas S00-T88",M,Hombres,Más de 6 meses a 1 año,257.52,
"1900 Lesiones traumáticas, envenenamientos y otras consecuencias de causas externas S00-T88",M,Hombres,Superior a 1 año,864.67,
"1900 Lesiones traumáticas, envenenamientos y otras consecuencias de causas externas S00-T88",F,Mujeres,Total,14.35,
"1900 Lesiones traumáticas, envenenamientos y otras consecuencias de causas externas S00-T88",F,Mujeres,De 1 a 30 días,7.18,
"1900 Lesiones traumáticas, envenenamientos y otras consecuencias de causas externas S00-T88",F,Mujeres,De 31 días a 6 meses,60.82,
"1900 Lesiones traumáticas, envenenamientos y otras consecuencias de causas externas S00-T88",F,Mujeres,Más de 6 meses a 1 año,257.35,
"1900 Lesiones traumáticas, envenenamientos y otras consecuencias de causas externas S00-T88",F,Mujeres,Superior a 1 año,960.42,
1901 Traumatismo intracraneal S06,T,Ambos sexos,Total,22.35,
1901 Traumatismo intracraneal S06,T,Ambos sexos,De 1 a 30 días,7.28,
1901 Traumatismo intracraneal S06,T,Ambos sexos,De 31 días a 6 meses,65.91,
1901 Traumatismo intracraneal S06,T,Ambos sexos,Más de 6 meses a 1 año,256.61,
1901 Traumatismo intracraneal S06,T,Ambos sexos,Superior a 1 año,1672.24,
1901 Traumatismo intracraneal S06,M,Hombres,Total,25.42,
1901 Traumatismo intracraneal S06,M,Hombres,De 1 a 30 días,7.63,
1901 Traumatismo intracraneal S06,M,Hombres,De 31 días a 6 meses,67.78,
1901 Traumatismo intracraneal S06,M,Hombres,Más de 6 meses a 1 año,245.83,
1901 Traumatismo intracraneal S06,M,Hombres,Superior a 1 año,1672.24,
1901 Traumatismo intracraneal S06,F,Mujeres,Total,16.59,
1901 Traumatismo intracraneal S06,F,Mujeres,De 1 a 30 días,6.66,
1901 Traumatismo intracraneal S06,F,Mujeres,De 31 días a 6 meses,60.84,
1901 Traumatismo intracraneal S06,F,Mujeres,Más de 6 meses a 1 año,269.53,
1901 Traumatismo intracraneal S06,F,Mujeres,Superior a 1 año,0.00,
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",T,Ambos sexos,Total,10.69,
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",T,Ambos sexos,De 1 a 30 días,4.40,
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",T,Ambos sexos,De 31 días a 6 meses,50.69,
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",T,Ambos sexos,Más de 6 meses a 1 año,305.33,
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",T,Ambos sexos,Superior a 1 año,516.75,
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",M,Hombres,Total,12.97,
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",M,Hombres,De 1 a 30 días,4.56,
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",M,Hombres,De 31 días a 6 meses,50.59,
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",M,Hombres,Más de 6 meses a 1 año,305.33,
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",M,Hombres,Superior a 1 año,516.75,
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",F,Mujeres,Total,5.40,
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",F,Mujeres,De 1 a 30 días,4.03,
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",F,Mujeres,De 31 días a 6 meses,51.09,
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",F,Mujeres,Más de 6 meses a 1 año,0.00,
"1902 Otros traumatismos de la cabeza S00-S05, S07-S09",F,Mujeres,Superior a 1 año,0.00,
1903 Fractura de radio y cúbito S52,T,Ambos sexos,Total,3.41,
1903 Fractura de radio y cúbito S52,T,Ambos sexos,De 1 a 30 días,2.94,
1903 Fractura de radio y cúbito S52,T,Ambos sexos,De 31 días a 6 meses,71.83,
1903 Fractura de radio y cúbito S52,T,Ambos sexos,Más de 6 meses a 1 año,0.00,
1903 Fractura de radio y cúbito S52,T,Ambos sexos,Superior a 1 año,0.00,
1903 Fractura de radio y cúbito S52,M,Hombres,Total,3.36,
1903 Fractura de radio y cúbito S52,M,Hombres,De 1 a 30 días,2.93,
1903 Fractura de radio y cúbito S52,M,Hombres,De 31 días a 6 meses,48.25,
1903 Fractura de radio y cúbito S52,M,Hombres,Más de 6 meses a 1 año,0.00,
1903 Fractura de radio y cúbito S52,M,Hombres,Superior a 1 año,0.00,
1903 Fractura de radio y cúbito S52,F,Mujeres,Total,3.46,
1903 Fractura de radio y cúbito S52,F,Mujeres,De 1 a 30 días,2.94,
1903 Fractura de radio y cúbito S52,F,Mujeres,De 31 días a 6 meses,119.00,
1903 Fractura de radio y cúbito S52,F,Mujeres,Más de 6 meses a 1 año,0.00,
1903 Fractura de radio y cúbito S52,F,Mujeres,Superior a 1 año,0.00,
1904 Fractura del fémur S72,T,Ambos sexos,Total,25.97,
1904 Fractura del fémur S72,T,Ambos sexos,De 1 a 30 días,11.79,
1904 Fractura del fémur S72,T,Ambos sexos,De 31 días a 6 meses,65.57,
1904 Fractura del fémur S72,T,Ambos sexos,Más de 6 meses a 1 año,241.21,
1904 Fractura del fémur S72,T,Ambos sexos,Superior a 1 año,1055.53,
1904 Fractura del fémur S72,M,Hombres,Total,21.15,
1904 Fractura del fémur S72,M,Hombres,De 1 a 30 días,11.58,
1904 Fractura del fémur S72,M,Hombres,De 31 días a 6 meses,67.41,
1904 Fractura del fémur S72,M,Hombres,Más de 6 meses a 1 año,232.75,
1904 Fractura del fémur S72,M,Hombres,Superior a 1 año,702.50,
1904 Fractura del fémur S72,F,Mujeres,Total,28.07,
1904 Fractura del fémur S72,F,Mujeres,De 1 a 30 días,11.88,
1904 Fractura del fémur S72,F,Mujeres,De 31 días a 6 meses,64.57,
1904 Fractura del fémur S72,F,Mujeres,Más de 6 meses a 1 año,244.60,
1904 Fractura del fémur S72,F,Mujeres,Superior a 1 año,1102.60,
"1905 Fractura de la pierna, incluido el tobillo S82",T,Ambos sexos,Total,8.68,
"1905 Fractura de la pierna, incluido el tobillo S82",T,Ambos sexos,De 1 a 30 días,5.90,
"1905 Fractura de la pierna, incluido el tobillo S82",T,Ambos sexos,De 31 días a 6 meses,50.92,
"1905 Fractura de la pierna, incluido el tobillo S82",T,Ambos sexos,Más de 6 meses a 1 año,287.50,
"1905 Fractura de la pierna, incluido el tobillo S82",T,Ambos sexos,Superior a 1 año,1443.00,
"1905 Fractura de la pierna, incluido el tobillo S82",M,Hombres,Total,8.78,
"1905 Fractura de la pierna, incluido el tobillo S82",M,Hombres,De 1 a 30 días,6.13,
"1905 Fractura de la pierna, incluido el tobillo S82",M,Hombres,De 31 días a 6 meses,52.63,
"1905 Fractura de la pierna, incluido el tobillo S82",M,Hombres,Más de 6 meses a 1 año,343.00,
"1905 Fractura de la pierna, incluido el tobillo S82",M,Hombres,Superior a 1 año,0.00,
"1905 Fractura de la pierna, incluido el tobillo S82",F,Mujeres,Total,8.59,
"1905 Fractura de la pierna, incluido el tobillo S82",F,Mujeres,De 1 a 30 días,5.71,
"1905 Fractura de la pierna, incluido el tobillo S82",F,Mujeres,De 31 días a 6 meses,48.32,
"1905 Fractura de la pierna, incluido el tobillo S82",F,Mujeres,Más de 6 meses a 1 año,232.00,
"1905 Fractura de la pierna, incluido el tobillo S82",F,Mujeres,Superior a 1 año,1443.00,
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",T,Ambos sexos,Total,9.15,
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",T,Ambos sexos,De 1 a 30 días,4.70,
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",T,Ambos sexos,De 31 días a 6 meses,64.12,
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",T,Ambos sexos,Más de 6 meses a 1 año,258.55,
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",T,Ambos sexos,Superior a 1 año,581.15,
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",M,Hombres,Total,8.75,
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",M,Hombres,De 1 a 30 días,4.42,
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",M,Hombres,De 31 días a 6 meses,65.61,
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",M,Hombres,Más de 6 meses a 1 año,254.00,
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",M,Hombres,Superior a 1 año,781.33,
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",F,Mujeres,Total,9.84,
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",F,Mujeres,De 1 a 30 días,5.17,
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",F,Mujeres,De 31 días a 6 meses,62.18,
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",F,Mujeres,Más de 6 meses a 1 año,269.52,
"1906 Otros traumatismos S10-S51, S53-S71, S73-S81, S83-T14, T79",F,Mujeres,Superior a 1 año,431.72,
1907 Quemaduras T20-T32,T,Ambos sexos,Total,34.19,
1907 Quemaduras T20-T32,T,Ambos sexos,De 1 a 30 días,9.47,
1907 Quemaduras T20-T32,T,Ambos sexos,De 31 días a 6 meses,66.39,
1907 Quemaduras T20-T32,T,Ambos sexos,Más de 6 meses a 1 año,228.50,
1907 Quemaduras T20-T32,T,Ambos sexos,Superior a 1 año,904.00,
1907 Quemaduras T20-T32,M,Hombres,Total,38.97,
1907 Quemaduras T20-T32,M,Hombres,De 1 a 30 días,9.85,
1907 Quemaduras T20-T32,M,Hombres,De 31 días a 6 meses,66.35,
1907 Quemaduras T20-T32,M,Hombres,Más de 6 meses a 1 año,228.50,
1907 Quemaduras T20-T32,M,Hombres,Superior a 1 año,904.00,
1907 Quemaduras T20-T32,F,Mujeres,Total,19.36,
1907 Quemaduras T20-T32,F,Mujeres,De 1 a 30 días,8.30,
1907 Quemaduras T20-T32,F,Mujeres,De 31 días a 6 meses,66.50,
1907 Quemaduras T20-T32,F,Mujeres,Más de 6 meses a 1 año,0.00,
1907 Quemaduras T20-T32,F,Mujeres,Superior a 1 año,0.00,
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",T,Ambos sexos,Total,10.05,
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",T,Ambos sexos,De 1 a 30 días,6.93,
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",T,Ambos sexos,De 31 días a 6 meses,50.64,
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",T,Ambos sexos,Más de 6 meses a 1 año,0.00,
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",T,Ambos sexos,Superior a 1 año,404.00,
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",M,Hombres,Total,9.48,
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",M,Hombres,De 1 a 30 días,7.29,
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",M,Hombres,De 31 días a 6 meses,41.97,
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",M,Hombres,Más de 6 meses a 1 año,0.00,
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",M,Hombres,Superior a 1 año,0.00,
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",F,Mujeres,Total,10.51,
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",F,Mujeres,De 1 a 30 días,6.64,
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",F,Mujeres,De 31 días a 6 meses,60.73,
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",F,Mujeres,Más de 6 meses a 1 año,0.00,
"1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65",F,Mujeres,Superior a 1 año,404.00,
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,T,Ambos sexos,Total,12.11,
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,T,Ambos sexos,De 1 a 30 días,7.83,
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,T,Ambos sexos,De 31 días a 6 meses,56.23,
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,T,Ambos sexos,Más de 6 meses a 1 año,281.24,
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,T,Ambos sexos,Superior a 1 año,463.00,
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,M,Hombres,Total,13.13,
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,M,Hombres,De 1 a 30 días,8.36,
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,M,Hombres,De 31 días a 6 meses,57.47,
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,M,Hombres,Más de 6 meses a 1 año,279.89,
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,M,Hombres,Superior a 1 año,463.00,
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,F,Mujeres,Total,10.77,
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,F,Mujeres,De 1 a 30 días,7.15,
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,F,Mujeres,De 31 días a 6 meses,54.45,
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,F,Mujeres,Más de 6 meses a 1 año,288.00,
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88,F,Mujeres,Superior a 1 año,0.00,
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),T,Ambos sexos,Total,17.94,
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),T,Ambos sexos,De 1 a 30 días,4.83,
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),T,Ambos sexos,De 31 días a 6 meses,85.32,
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),T,Ambos sexos,Más de 6 meses a 1 año,186.00,
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),T,Ambos sexos,Superior a 1 año,993.50,
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),M,Hombres,Total,9.49,
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),M,Hombres,De 1 a 30 días,4.89,
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),M,Hombres,De 31 días a 6 meses,60.40,
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),M,Hombres,Más de 6 meses a 1 año,186.00,
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),M,Hombres,Superior a 1 año,0.00,
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),F,Mujeres,Total,27.13,
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),F,Mujeres,De 1 a 30 días,4.76,
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),F,Mujeres,De 31 días a 6 meses,120.40,
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),F,Mujeres,Más de 6 meses a 1 año,0.00,
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88),F,Mujeres,Superior a 1 año,993.50,
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarioS Z00-Z99,T,Ambos sexos,Total,6.24,
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarioS Z00-Z99,T,Ambos sexos,De 1 a 30 días,3.22,
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarioS Z00-Z99,T,Ambos sexos,De 31 días a 6 meses,62.37,
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarioS Z00-Z99,T,Ambos sexos,Más de 6 meses a 1 año,240.48,
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarioS Z00-Z99,T,Ambos sexos,Superior a 1 año,550.44,
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarioS Z00-Z99,M,Hombres,Total,8.82,
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarioS Z00-Z99,M,Hombres,De 1 a 30 días,4.16,
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarioS Z00-Z99,M,Hombres,De 31 días a 6 meses,63.49,
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarioS Z00-Z99,M,Hombres,Más de 6 meses a 1 año,244.79,
