diagnosticos_principales;sexos_id;sexos_nombre;grupos_edad_id;grupos_edad_nombre;estancia_media_residentes_canarias_dados_alta_cualquier_hospital_nacional
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;F;Mujeres;5;De 35 a 44 años;6.00
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;F;Mujeres;6;De 45 a 54 años;9.40
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;F;Mujeres;7;De 55 a 64 años;7.94
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;F;Mujeres;8;De 65 a 74 años;9.24
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;F;Mujeres;9;De 75 a 84 años;34.08
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;F;Mujeres;10;De 85 a 89 años;6.71
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;F;Mujeres;11;De 90 a 94 años;24.00
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;F;Mujeres;12;De 95 y más años;5.00
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;T;Ambos sexos;T;Total grupos de edad;10.71
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;T;Ambos sexos;0;Menores de 1 año;10.56
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;T;Ambos sexos;1;De 1 a 4 años;9.73
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;T;Ambos sexos;2;De 5 a 14 años;7.06
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;T;Ambos sexos;3;De 15 a 24 años;9.43
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;T;Ambos sexos;4;De 25 a 34 años;6.19
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;T;Ambos sexos;5;De 35 a 44 años;6.55
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;T;Ambos sexos;6;De 45 a 54 años;9.82
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;T;Ambos sexos;7;De 55 a 64 años;10.53
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;T;Ambos sexos;8;De 65 a 74 años;11.36
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;T;Ambos sexos;9;De 75 a 84 años;12.87
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;T;Ambos sexos;10;De 85 a 89 años;17.68
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;T;Ambos sexos;11;De 90 a 94 años;12.17
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;T;Ambos sexos;12;De 95 y más años;10.39
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;M;Hombres;T;Total grupos de edad;11.42
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;M;Hombres;0;Menores de 1 año;9.50
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;M;Hombres;1;De 1 a 4 años;11.03
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;M;Hombres;2;De 5 a 14 años;8.19
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;M;Hombres;3;De 15 a 24 años;13.10
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;M;Hombres;4;De 25 a 34 años;5.84
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;M;Hombres;5;De 35 a 44 años;7.08
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;M;Hombres;6;De 45 a 54 años;10.66
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;M;Hombres;7;De 55 a 64 años;11.61
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;M;Hombres;8;De 65 a 74 años;11.34
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;M;Hombres;9;De 75 a 84 años;12.90
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;M;Hombres;10;De 85 a 89 años;19.11
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;M;Hombres;11;De 90 a 94 años;12.12
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;M;Hombres;12;De 95 y más años;9.99
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;F;Mujeres;T;Total grupos de edad;9.81
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;F;Mujeres;0;Menores de 1 año;11.40
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;F;Mujeres;1;De 1 a 4 años;6.92
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;F;Mujeres;2;De 5 a 14 años;5.98
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;F;Mujeres;3;De 15 a 24 años;5.24
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;F;Mujeres;4;De 25 a 34 años;6.44
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;F;Mujeres;5;De 35 a 44 años;6.17
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;F;Mujeres;6;De 45 a 54 años;9.00
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;F;Mujeres;7;De 55 a 64 años;8.92
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;F;Mujeres;8;De 65 a 74 años;11.38
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;F;Mujeres;9;De 75 a 84 años;12.82
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;F;Mujeres;10;De 85 a 89 años;16.48
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;F;Mujeres;11;De 90 a 94 años;12.21
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;F;Mujeres;12;De 95 y más años;12.00
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);T;Ambos sexos;T;Total grupos de edad;8.43
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);T;Ambos sexos;0;Menores de 1 año;3.26
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);T;Ambos sexos;1;De 1 a 4 años;2.50
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);T;Ambos sexos;2;De 5 a 14 años;4.74
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);T;Ambos sexos;3;De 15 a 24 años;4.67
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);T;Ambos sexos;4;De 25 a 34 años;4.80
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);T;Ambos sexos;5;De 35 a 44 años;11.83
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);T;Ambos sexos;6;De 45 a 54 años;8.95
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);T;Ambos sexos;7;De 55 a 64 años;5.47
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);T;Ambos sexos;8;De 65 a 74 años;7.88
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);T;Ambos sexos;9;De 75 a 84 años;13.52
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);T;Ambos sexos;10;De 85 a 89 años;15.53
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);T;Ambos sexos;11;De 90 a 94 años;8.99
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);T;Ambos sexos;12;De 95 y más años;12.17
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);M;Hombres;T;Total grupos de edad;9.19
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);M;Hombres;0;Menores de 1 año;3.17
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);M;Hombres;1;De 1 a 4 años;2.75
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);M;Hombres;2;De 5 a 14 años;3.99
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);M;Hombres;3;De 15 a 24 años;7.00
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);M;Hombres;4;De 25 a 34 años;6.70
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);M;Hombres;5;De 35 a 44 años;23.44
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);M;Hombres;6;De 45 a 54 años;10.98
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);M;Hombres;7;De 55 a 64 años;5.39
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);M;Hombres;8;De 65 a 74 años;8.38
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);M;Hombres;9;De 75 a 84 años;14.56
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);M;Hombres;10;De 85 a 89 años;14.11
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);M;Hombres;11;De 90 a 94 años;12.80
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);M;Hombres;12;De 95 y más años;14.50
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);F;Mujeres;T;Total grupos de edad;7.55
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);F;Mujeres;0;Menores de 1 año;3.36
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);F;Mujeres;1;De 1 a 4 años;2.00
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);F;Mujeres;2;De 5 a 14 años;5.50
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);F;Mujeres;3;De 15 a 24 años;2.33
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);F;Mujeres;4;De 25 a 34 años;2.72
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);F;Mujeres;5;De 35 a 44 años;2.00
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);F;Mujeres;6;De 45 a 54 años;4.63
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);F;Mujeres;7;De 55 a 64 años;5.60
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);F;Mujeres;8;De 65 a 74 años;6.91
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);F;Mujeres;9;De 75 a 84 años;12.62
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);F;Mujeres;10;De 85 a 89 años;16.25
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);F;Mujeres;11;De 90 a 94 años;6.88
1911 Otros efectos y los no especificados de causas externas Resto de (S00-T88);F;Mujeres;12;De 95 y más años;11.00
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;T;Ambos sexos;T;Total grupos de edad;6.71
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;T;Ambos sexos;0;Menores de 1 año;2.75
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;T;Ambos sexos;1;De 1 a 4 años;4.37
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;T;Ambos sexos;2;De 5 a 14 años;4.69
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;T;Ambos sexos;3;De 15 a 24 años;2.75
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;T;Ambos sexos;4;De 25 a 34 años;3.94
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;T;Ambos sexos;5;De 35 a 44 años;3.55
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;T;Ambos sexos;6;De 45 a 54 años;5.17
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;T;Ambos sexos;7;De 55 a 64 años;7.15
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;T;Ambos sexos;8;De 65 a 74 años;10.66
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;T;Ambos sexos;9;De 75 a 84 años;12.87
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;T;Ambos sexos;10;De 85 a 89 años;14.34
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;T;Ambos sexos;11;De 90 a 94 años;16.33
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;T;Ambos sexos;12;De 95 y más años;9.96
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;M;Hombres;T;Total grupos de edad;8.22
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;M;Hombres;0;Menores de 1 año;2.71
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;M;Hombres;1;De 1 a 4 años;4.45
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;M;Hombres;2;De 5 a 14 años;5.57
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;M;Hombres;3;De 15 a 24 años;4.07
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;M;Hombres;4;De 25 a 34 años;5.16
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;M;Hombres;5;De 35 a 44 años;5.89
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;M;Hombres;6;De 45 a 54 años;8.85
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;M;Hombres;7;De 55 a 64 años;7.78
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;M;Hombres;8;De 65 a 74 años;10.64
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;M;Hombres;9;De 75 a 84 años;13.13
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;M;Hombres;10;De 85 a 89 años;8.13
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;M;Hombres;11;De 90 a 94 años;17.10
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;M;Hombres;12;De 95 y más años;5.87
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;F;Mujeres;T;Total grupos de edad;5.70
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;F;Mujeres;0;Menores de 1 año;2.80
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;F;Mujeres;1;De 1 a 4 años;3.97
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;F;Mujeres;2;De 5 a 14 años;3.91
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;F;Mujeres;3;De 15 a 24 años;2.33
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;F;Mujeres;4;De 25 a 34 años;3.70
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;F;Mujeres;5;De 35 a 44 años;3.01
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;F;Mujeres;6;De 45 a 54 años;3.53
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;F;Mujeres;7;De 55 a 64 años;6.50
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;F;Mujeres;8;De 65 a 74 años;10.68
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;F;Mujeres;9;De 75 a 84 años;12.56
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;F;Mujeres;10;De 85 a 89 años;20.33
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;F;Mujeres;11;De 90 a 94 años;15.67
2100 Factores que influyen en el estado de salud y contacto con los servicios sanitarios Z00-Z99;F;Mujeres;12;De 95 y más años;13.73
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;T;Ambos sexos;T;Total grupos de edad;5.68
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;T;Ambos sexos;0;Menores de 1 año;4.60
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;T;Ambos sexos;1;De 1 a 4 años;3.83
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;T;Ambos sexos;2;De 5 a 14 años;1.00
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;T;Ambos sexos;3;De 15 a 24 años;2.75
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;T;Ambos sexos;4;De 25 a 34 años;4.13
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;T;Ambos sexos;5;De 35 a 44 años;3.44
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;T;Ambos sexos;6;De 45 a 54 años;6.05
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;T;Ambos sexos;7;De 55 a 64 años;4.05
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;T;Ambos sexos;8;De 65 a 74 años;6.67
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;T;Ambos sexos;9;De 75 a 84 años;12.43
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;T;Ambos sexos;10;De 85 a 89 años;0.00
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;T;Ambos sexos;11;De 90 a 94 años;0.00
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;T;Ambos sexos;12;De 95 y más años;0.00
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;M;Hombres;T;Total grupos de edad;7.35
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;M;Hombres;0;Menores de 1 año;3.50
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;M;Hombres;1;De 1 a 4 años;3.50
